date,Brent_Crude_Oil,WTI_Crude_Oil,Electricity_Price_USA,Heating_Oil_Price_USA,Natural_Gas_Imports_From_Canada_USA,Natural_Gas_Imports_USA,Natural_Gas_Rotary_Rig_Count_USA,Natural_Gas_Total_Consumption_USA,Total_Natural_Gas_Marketed_Production_USA,Total_Natural_Gas_Underground_Storage_Volume_USA,BCOMCL_INDX,BCOMGC_INDX,BCOMHG_INDX,BCOMNG_INDX,CSI300_INDX,DJI_INDX,DXY_INDX,GSPC_INDX,IXIC_INDX,NYA_INDX,USDEUR_FOREX,XAX_INDX,CPI_Energy_Seasonally_Adjusted_USA,CPI_Index_Seasonally_Adjusted_USA,Fed_Fund_Effective_USA,Kilian_Global_Economy_Index_WORLD,PPI_Manufacturing_Sector_USA,PPI_Mining_Sector_USA,CLI_Comp_Bank_Activity_JPN,CLI_Comp_Business_Situation_DEU,CLI_Comp_Business_Situation_KOR,CLI_Comp_Business_Situation_USA,CLI_Comp_Cars_Registrations_Or_Sales_GBR,CLI_Comp_Cars_Registrations_Or_Sales_IND,CLI_Comp_Construction_JPN,CLI_Comp_Construction_Production_CHN,CLI_Comp_Construction_USA,CLI_Comp_Consumer_Confidence_DEU,CLI_Comp_Consumer_Confidence_GBR,CLI_Comp_Consumer_Confidence_USA,CLI_Comp_Consumer_Prices_GBR,CLI_Comp_Demand_Or_Orders_Inflow_Tendency_DEU,CLI_Comp_Export_Orders_Tendency_DEU,CLI_Comp_Finished_Goods_Stocks_Tendency_DEU,CLI_Comp_Hours_JPN,CLI_Comp_Hours_USA,CLI_Comp_Interest_Rate_Spread_DEU,CLI_Comp_Interest_Rate_Spread_JPN,CLI_Comp_Interest_Rate_Spread_KOR,CLI_Comp_Interest_Rate_Spread_USA,CLI_Comp_Inventories_To_Shipments_KOR,CLI_Comp_Monetary_Aggregates_IND,CLI_Comp_Net_Trade_JPN,CLI_Comp_Orders_DEU,CLI_Comp_Orders_USA,CLI_Comp_Production_Of_Goods_IND,CLI_Comp_Production_Of_Nonmetallic_Products_IND,CLI_Comp_Production_Tendency_GBR,CLI_Comp_Sales_Expectations_JPN,CLI_Comp_Services_Demand_Expectations_DEU,CLI_Comp_Share_Prices_GBR,CLI_Comp_Share_Prices_IND,CLI_Comp_Share_Prices_JPN,CLI_Comp_Share_Prices_KOR,CLI_Comp_Share_Prices_USA,CLI_Comp_Short_Term_Interest_Rate_GBR,CLI_Comp_Short_Term_Interest_Rate_IND,CLI_Comp_Stocks_JPN,CLI_Comp_Stocks_KOR,CLI_Comp_Terms_Of_Trade_KOR,Composite_Leading_Indicator_CHN,Composite_Leading_Indicator_DEU,Composite_Leading_Indicator_GBR,Composite_Leading_Indicator_IND,Composite_Leading_Indicator_JPN,Composite_Leading_Indicator_KOR,Composite_Leading_Indicator_USA,Comprehensive_PMI,Construction_PMI,M_PMI_Comp_Employment,M_PMI_Comp_Expected_Production_and_Business_Activities,M_PMI_Comp_Finished_Goods_Inventory,M_PMI_Comp_Import,M_PMI_Comp_In_Hand_Orders,M_PMI_Comp_Main_Raw_Material_Purchase_Price,M_PMI_Comp_New_Export_Orders,M_PMI_Comp_New_Orders,M_PMI_Comp_Producer_Prices,M_PMI_Comp_Production,M_PMI_Comp_Purchasing_Volume,M_PMI_Comp_Raw_Materials_Inventory,M_PMI_Comp_Supplier_Delivery_Time,Manufacturing_PMI,NM_PMI_Comp_Charge_Price,NM_PMI_Comp_Employment,NM_PMI_Comp_Expected_Business_Activities,NM_PMI_Comp_In_Hand_Orders,NM_PMI_Comp_Intermediate_Input_Price,NM_PMI_Comp_Inventory,NM_PMI_Comp_New_Export_Orders,NM_PMI_Comp_New_Orders,NM_PMI_Comp_Supplier_Delivery_Time,Non_Manufacturing_PMI,Services_PMI,Chemical_Fertilizers_Manufactured_(actual_weight)_Accumulated_YoY,Crude_Steel_Accumulated_YoY,Real_Estate_Floor_Space_of_Commercialized_Buildings_Sold_Accumulated_YoY,Motor_Vehicles_Accumulated_YoY,EU_Aggregated_Gas_Storage_Inventory,EU_Aggregated_LNG_System_Inventory,high_temperature,low_temperature,Natural_Gas_US_Henry_Hub_Gas
2007-12-31,93.68,95.95,8.91,3.295,372142,396945,1468,2399150,1775200,7113480,541.951,113.05,348.78,17587.2,5338.27,13264.8,76.695,1468.36,2652.28,9740.32,0.6854,2409.62,225.649,211.445,4.24,180.889,166.9,249.5,100.002,101.588,100.596,99.7021,101.291,99.4116,99.3364,63.2421,100.682,100.82,101.292,100.049,100.99,100.272,101.312,99.3058,101.81,101.586,98.342,99.2637,99.1299,98.4287,100.598,100.601,97.8306,103.862,103.447,101.758,101.039,101.118,100.985,101.123,102.472,103.777,102.019,101.902,103.478,103.28,101.826,98.8859,100.88,98.7892,102.248,101.606,101.783,101.729,100.52,100.149,101.612,,,51.6,,47.2,54.3,49.4,69,54.3,59.6,,59.5,58.7,50.7,52.4,55.3,53.3,53.5,71.9,44,66.2,48.2,54.7,57.2,52.5,60.2,,7.37633841,16.82474414,25.67225428,22.45091401,,,52,17,7.13145
2008-01-31,91.58,91.67,8.92,3.35,360093,389651,1421,2733970,1765450,6288040,519.148,124.25,378.25,18880.3,4620.4,12650.4,75.178,1378.55,2389.86,9126.16,0.6728,2215.32,226.775,212.174,3.94,148.915,168.5,254.2,100.059,101.526,100.534,99.6806,101.324,99.3531,100.038,60.8539,100.507,100.636,100.93,99.5865,101.096,100.225,101.266,99.3206,101.988,101.517,98.2743,99.2284,99.0288,98.7225,100.501,100.588,97.7735,103.811,103.554,101.819,100.961,100.914,100.902,101.006,102.059,103.405,101.728,101.662,103.266,103.377,101.848,98.7772,101.6,98.368,101.594,101.494,101.387,101.54,100.615,99.6208,101.482,,,49.7,,48.4,51.3,48.6,67.7,49,55.2,,56.1,56.9,49.2,49.7,53,53.9,53.4,71.5,42.5,66,49.1,56.1,56.3,52,60.2,,,,,,,,66,7,7.98286
2008-02-29,100.9,101.78,8.9,3.367,326061,349660,1426,2503420,1666100,5686260,574.205,130.54,441.26,21791.9,4674.55,12266.4,73.714,1330.63,2271.48,8962.46,0.6587,2326.6,229.731,212.687,2.98,144.625,169.6,263.8,100.145,101.423,100.481,99.6705,101.316,99.2958,100.685,61.6225,100.317,100.462,100.458,99.0619,101.261,100.128,101.182,99.3255,102.12,101.472,98.212,99.2394,98.9294,99.0574,100.326,100.565,97.7549,103.677,103.569,101.852,100.878,100.659,100.773,100.869,101.666,102.902,101.513,101.435,103.073,103.525,101.859,98.6891,102.249,97.9403,100.894,101.342,100.92,101.288,100.704,99.0979,101.335,,,49.8,,47.3,50.7,50.9,70.1,51.3,56.9,,55.4,54.6,45.1,46.5,53.4,53.1,53.4,72.1,43.5,66.3,47.4,52.7,54.8,48.3,59.3,,7.261161786,6.994909365,-4.231988636,9.465317919,,,61,11,8.5455
2008-03-31,102.33,101.54,9.03,3.693,341692,366810,1444,2278150,1804060,5486590,575.111,122.77,438.51,23374.8,3790.53,12262.9,71.802,1322.7,2279.1,8797.29,0.6341,2231.83,233.349,213.448,2.61,160.389,173.4,287.2,100.247,101.253,100.395,99.6728,101.259,99.2414,101.225,62.4334,100.108,100.277,99.8867,98.5276,101.479,99.9252,101.05,99.342,102.166,101.434,98.1474,99.2943,98.8733,99.4063,100.081,100.531,97.747,103.46,103.49,101.857,100.794,100.345,100.61,100.691,101.29,102.299,101.386,101.237,102.904,103.74,101.853,98.654,102.769,97.5323,100.169,101.12,100.368,100.99,100.761,98.614,101.172,,,53.4,,47.3,57.5,54.6,74.6,59.1,63.8,,64.1,64,50.8,50.5,58.4,53.1,53.7,70,44.1,68.1,48,56.4,55.8,53.5,58.9,,4.799459216,8.920351513,-1.426307448,14.70457574,,,59,23,9.411
2008-04-30,111.12,113.7,9.22,,289791,322122,1461,1823870,1740230,5658650,645.483,115.25,447.29,24936.6,3959.12,12820.1,72.509,1385.59,2412.8,9299.6,0.6401,2295.47,234.778,213.942,2.28,163.065,175.3,301.6,100.355,101,100.239,99.669,101.078,99.1904,101.652,58.6611,99.879,100.051,99.2454,98.0393,101.724,99.6022,100.84,99.3876,102.096,101.339,98.0919,99.3825,98.8799,99.7479,99.7596,100.486,97.7597,103.155,103.305,101.838,100.711,99.9654,100.411,100.454,100.912,101.628,101.335,101.044,102.719,104.001,101.813,98.6936,103.126,97.1886,99.3531,100.805,99.6992,100.665,100.773,98.1772,100.969,,,52.9,,47.2,56.1,53.4,75.1,58.9,65,,66.5,64.6,51.2,51,59.2,52.4,53.5,68.8,42.9,66.2,47.6,53.4,54.2,52.5,58.4,,5.047557285,9.468512441,-4.890518357,15.253693,,,84,33,10.18
2008-05-31,127.85,127.35,9.47,,261429,297154,1478,1576390,1797920,6064980,729.196,118.21,413.1,26581,3611.33,12638.3,72.879,1400.38,2522.66,9401.08,0.643,2355.12,243.924,215.208,1.98,189.535,179.4,329,100.46,100.655,99.9773,99.6217,100.744,99.1439,101.93,64.1605,99.6251,99.7582,98.6075,97.6676,101.945,99.1974,100.523,99.4858,101.912,101.155,98.0424,99.4527,98.9553,100.051,99.386,100.432,97.8195,102.737,103.017,101.794,100.631,99.5312,100.147,100.138,100.482,100.924,101.272,100.793,102.411,104.274,101.733,98.8487,103.311,96.9717,98.4204,100.377,98.9065,100.332,100.698,97.7862,100.692,,,51.2,,48.7,50.3,49.3,73.9,53.4,55.4,,55.7,53.7,48.1,48.8,53.3,52.4,53.1,67.5,43,66.3,48.6,51,53.4,51.6,57.4,,4.517688979,10.47592271,-7.161906563,17.22875817,,,83,40,11.2676
2008-06-30,138.4,139.96,10.27,,251211,286919,1510,1604250,1761000,6407110,801.073,123.08,444.42,30224.6,2791.82,11350,72.463,1280,2292.98,8660.48,0.6347,2232.05,262.081,217.463,2,182.978,182,341.4,100.551,100.2,99.617,99.4816,100.264,99.1032,102.051,60.6601,99.3462,99.4103,98.0405,97.4568,102.087,98.6461,100.064,99.6568,101.612,100.869,97.9895,99.4698,99.0701,100.29,98.9851,100.372,97.9516,102.194,102.597,101.729,100.557,99.0479,99.7966,99.7367,99.9842,100.219,101.091,100.435,101.887,104.511,101.601,99.1499,103.386,96.9659,97.3978,99.8088,98.014,100.013,100.502,97.4349,100.302,,,50.3,,49.5,50.9,47.1,75.7,50.2,52.6,,54.2,53.5,47.8,47.8,52,54.5,52.5,66.6,42.8,71.6,48.3,49.5,52.4,51.5,57.4,,4.280304346,10.78116516,-7.208950624,16.64122137,,,94,52,12.6824
2008-07-31,124.1,124.17,10.65,,288256,322810,1543,1708640,1852720,6745390,707.051,121.05,419.13,20540.9,2805.21,11378,73.227,1267.38,2325.55,8438.64,0.641,2144.24,271.149,219.016,2.01,168.763,185.6,363.8,100.653,99.6399,99.1945,99.205,99.6751,99.0706,102.009,62.1422,99.0439,99.0395,97.6106,97.4013,102.095,97.981,99.4334,99.9078,101.193,100.444,97.9283,99.4427,99.189,100.467,98.5741,100.308,98.183,101.512,102.005,101.647,100.489,98.5211,99.3728,99.2266,99.4485,99.5478,100.732,99.9793,101.13,104.635,101.399,99.6151,103.386,97.2302,96.3519,99.0976,97.0864,99.7301,100.172,97.1404,99.7656,,,50.6,,47.8,45.4,45.4,71.3,46.7,46.2,,47.4,47.1,48,48.5,48.4,52.5,51.1,65.4,41.9,65.9,48.7,49,51.7,50.4,55.7,,5.192761605,10.53339213,-10.78940276,15.83538782,,,94,62,11.0836
2008-08-31,113.49,115.55,10.59,,288893,328663,1581,1682920,1826390,7093830,658.188,109.57,388.72,17885.7,2391.64,11543.5,77.381,1282.83,2367.52,8382.08,0.6815,2079.22,262.566,218.69,2,150.259,182.6,299.2,100.782,98.992,98.7156,98.7737,99.04,99.0487,101.806,62.2655,98.7272,98.6846,97.3544,97.4139,101.944,97.2285,98.6097,100.244,100.646,99.8658,97.8843,99.3903,99.308,100.608,98.1554,100.244,98.6009,100.653,101.231,101.554,100.427,97.9692,98.8467,98.6507,98.8946,98.9313,100.204,99.472,100.172,104.56,101.119,100.282,103.363,97.7787,95.3527,98.2603,96.2037,99.5016,99.7144,96.9074,99.0671,,,50.7,,49,45.3,45.4,57.8,48.4,46,,48.7,46.9,46.8,49.5,48.4,49.8,51.6,65.2,42.4,60.6,47.3,47,51.1,50.8,52.9,,5.291384575,9.536541611,-14.74017075,12.72972517,,,86,56,8.25143
2008-09-30,93.52,100.7,10.27,,275598,313868,1585,1460920,1559030,7390880,571.775,115.56,330.42,15907.4,2243.66,10850.7,79.448,1166.36,2091.88,7532.8,0.708,1786.89,260.125,218.877,1.81,110.595,182.9,273.4,100.944,98.2789,98.1614,98.2161,98.4262,99.0394,101.432,62.0575,98.4077,98.3536,97.224,97.4087,101.603,96.4131,97.6093,100.655,99.9563,99.1503,97.9111,99.3354,99.4634,100.736,97.7587,100.184,99.2502,99.5926,100.282,101.453,100.374,97.42,98.2077,98.0378,98.3101,98.3893,99.5589,98.9567,99.0746,104.206,100.758,101.158,103.361,98.5479,94.4974,97.3242,95.3998,99.341,99.1456,96.732,98.2214,,,50.3,,50.5,46.4,47.3,44.7,48.8,51.3,,54.6,50.8,47.5,50.8,51.2,48.9,52.1,65.2,41.8,56.8,48.3,48.1,51.6,52.1,55,,3.811622782,7.780124169,-14.88060933,10.53954176,,,88,48,7.62105
2008-10-31,60,68.1,9.94,3.335,287649,321328,1542,1635830,1754250,7634360,389.179,94.22,209.91,13776.4,1663.66,9325.01,85.633,968.75,1720.95,6061.09,0.7853,1466.9,238.065,216.995,0.97,10.4059,176.8,223.3,101.139,97.5286,97.5629,97.6304,97.8958,99.0445,100.895,65.9547,98.0979,98.0316,97.1664,97.3318,101.058,95.6092,96.5018,101.12,99.1117,98.3485,98.0643,99.2913,99.6784,100.852,97.4472,100.132,100.142,98.413,99.1846,101.351,100.329,96.906,97.4872,97.4399,97.7294,97.94,98.8928,98.489,97.9648,103.538,100.328,102.257,103.326,99.4403,93.8736,96.3589,94.7173,99.2564,98.4957,96.6546,97.2918,,,47,,51.4,39.4,40.7,32.3,41.4,41.7,,44.3,42.4,42.6,50.8,44.6,47.9,51.6,62.9,43,54.6,48.5,47.6,49.5,51.7,53.1,,2.376155364,4.594656784,-16.50704751,9.419904204,,,74,33,6.73609
2008-11-30,47.72,55.21,9.67,2.868,291427,320254,1498,1868950,1757940,7577460,309.331,107.17,188.65,12715.8,1829.92,8829.04,86.517,896.24,1535.57,5599.3,0.7874,1364.01,195.155,213.153,0.39,-66.8295,169.4,184.9,101.337,96.8042,97.0322,97.1261,97.5087,99.0664,100.281,59.0335,97.8116,97.7339,97.162,97.2789,100.352,94.9036,95.4187,101.604,98.1414,97.4992,98.3821,99.2729,99.9539,100.92,97.3105,100.093,101.175,97.2382,98.0537,101.255,100.295,96.4685,96.7212,96.9537,97.2411,97.5975,98.3322,98.1342,97.0203,102.629,99.8502,103.529,103.126,100.331,93.5565,95.4776,94.2219,99.2512,97.8217,96.7622,96.4017,,,44.3,,50.8,32.2,36,26.6,29,32.3,,35.5,34.2,39.5,50.7,38.8,45.1,51.1,59.4,40.9,47.7,48.2,44.9,46.7,50.8,51.2,,1.933849026,3.37849908,-18.29964642,7.259419246,,,70,22,6.69667
2008-12-31,35.82,44.6,9.53,2.48,326990,364862,1380,2399700,1826970,7072660,249.654,115.71,161.26,10897.8,1817.72,8776.39,81.151,903.25,1577.03,5757.05,0.7152,1397.53,176.583,211.398,0.16,-75.5742,164.1,174.8,101.509,96.1869,96.7028,96.7932,97.3288,99.1073,99.6673,65.7846,97.5635,97.4734,97.2092,97.31,99.5843,94.4241,94.5203,102.06,97.1249,96.6864,98.8433,99.298,100.294,100.937,97.4366,100.071,102.134,96.1993,96.9869,101.171,100.272,96.1471,96.0459,96.6402,96.8792,97.3657,97.9279,97.9244,96.3176,101.643,99.3482,104.791,102.727,101.105,93.5706,94.7943,93.951,99.3241,97.1957,97.1131,95.6526,,,43.3,,44.7,33.3,35.8,32.7,30.7,37.3,,39.4,36.2,40.6,50.4,41.2,44.4,50,56.6,41.4,48,44.7,43.1,46.4,51.6,50.8,,3.010831973,2.298867021,-18.51069722,6.325334513,,,63,13,5.83619
2009-01-31,44.17,41.73,9.68,2.406,324189,356749,1215,2729720,1870460,6370030,214.15,121.27,167.95,8509.06,2032.68,8000.86,85.834,825.88,1476.42,5195.79,0.7827,1420.43,178.661,211.933,0.15,-55.9357,164.7,173.4,101.631,95.7357,96.6653,96.6864,97.3064,99.1682,99.0907,72.5623,97.3653,97.2883,97.3423,97.4215,98.8824,94.2763,93.9437,102.458,96.1955,95.9806,99.3961,99.3734,100.695,100.957,97.8365,100.068,102.846,95.4038,96.0691,101.104,100.262,95.9706,95.5692,96.4978,96.6351,97.2415,97.6873,97.8487,95.8525,100.738,98.8423,105.789,102.182,101.713,93.9187,94.3891,93.8965,99.4693,96.6928,97.7033,95.1086,,,43,,43.5,39.9,39.2,41.5,33.7,45,,45.5,44.3,43.9,50.6,45.3,46.5,51,56.9,42.4,51,45.3,46,50.3,51.6,53.7,,,,,,,,40,6,5.233
2009-02-28,44.41,44.15,9.78,2.322,293238,321522,1037,2332540,1704920,6000890,191.569,123.11,174.47,8006.57,2140.49,7062.93,88.166,735.09,1377.84,4617.03,0.7892,1332.42,183.721,212.705,0.22,13.5138,163.9,159,101.699,95.4579,96.9273,96.7949,97.4255,99.2491,98.5798,73.1373,97.2232,97.197,97.621,97.6214,98.3419,94.4478,93.7446,102.771,95.4865,95.427,99.9652,99.49,101.109,101.007,98.4545,100.086,103.237,94.9236,95.3947,101.057,100.263,95.9615,95.3744,96.5142,96.5049,97.221,97.6031,97.8891,95.6121,99.9868,98.3517,106.293,101.556,102.166,94.5339,94.2768,94.0933,99.6793,96.3847,98.4808,94.8074,,,46.1,,47.7,41.8,44.2,46.5,43.4,50.4,,51.2,49.5,45.6,51.3,49,47,50.8,58,43.4,51.2,45.9,47.1,51,50.7,55.1,,-2.114803625,2.727570235,-0.251159084,0.792079208,,,59,9,4.50579
2009-03-31,46.13,49.64,9.64,2.188,293074,325165,867,2170710,1875050,5907540,202.886,120.54,209.17,7067.04,2507.79,7608.92,85.511,797.87,1528.59,4978.98,0.7546,1359.33,178.415,212.495,0.18,21.3087,162.9,159.1,101.715,95.3586,97.3923,97.0984,97.6743,99.3488,98.1505,71.4194,97.1355,97.218,98.0378,97.9423,97.9712,94.9377,93.929,102.962,95.0906,95.0631,100.493,99.6326,101.462,101.089,99.1867,100.124,103.243,94.7625,94.9745,101.031,100.275,96.1294,95.5298,96.6876,96.5035,97.2985,97.6757,98.0329,95.6069,99.3774,97.8912,106.215,100.963,102.463,95.3226,94.4591,94.5493,99.9449,96.3034,99.3168,94.7664,,,48.6,,46.7,48.8,48.8,48.3,47.5,54.6,,56.9,54,47.5,51.3,52.4,47.4,50.5,60.6,42.8,50.5,46.7,44.5,51.5,52.2,54.4,,7.682935569,2.007427803,8.221367325,3.52439969,,,60,14,3.95773
2009-04-30,50.3,50.35,9.57,,259187,321848,775,1741290,1783230,6165070,193.696,116.14,230.69,6079.02,2622.93,8168.12,84.823,872.81,1717.3,5513.36,0.756,1416.59,177.552,212.709,0.15,4.80457,164.2,160.5,101.68,95.4366,97.9585,97.561,98.0598,99.4656,97.7875,73.6529,97.1016,97.3701,98.544,98.3545,97.7554,95.7121,94.466,103.015,95.0118,94.9396,100.955,99.7752,101.727,101.202,99.9719,100.181,102.93,94.8639,94.785,101.025,100.296,96.4616,96.0136,97.0184,96.6428,97.4633,97.8814,98.2609,95.8334,98.8784,97.4714,105.664,100.44,102.602,96.2237,94.9136,95.2518,100.255,96.427,100.129,94.975,,,50.3,,44.8,50,48.9,51.3,49.1,56.6,,57.4,56.2,46.9,50.6,53.5,48.3,49.6,63,43.3,52.8,45.9,44.5,50,52.1,53.5,,8.179853894,0.524802978,17.54811861,6.7428253,,,93,34,3.49476
2009-05-31,64.98,66.31,9.77,,215573,265793,723,1504000,1843330,6632160,245.677,127.48,247.59,6632.45,2759.71,8500.33,79.233,919.14,1774.33,6004.07,0.7066,1611.28,179.83,213.022,0.18,47.4198,165.8,166,101.59,95.6714,98.5566,98.1199,98.5669,99.5971,97.4976,67.8516,97.1173,97.6409,99.0913,98.7737,97.6628,96.6883,95.2602,102.928,95.1962,95.0547,101.333,99.8911,101.913,101.33,100.745,100.257,102.43,95.1704,94.7725,101.038,100.322,96.9142,96.7056,97.4954,96.8858,97.6994,98.1615,98.5288,96.2278,98.4629,97.1064,104.817,100.012,102.572,97.2045,95.5842,96.1363,100.594,96.7002,100.851,95.3643,,,49.9,,46.2,49.4,48.8,53.1,50.1,56.2,,56.9,55.8,46.1,50.2,53.1,49.9,50.9,62.4,44.5,54.7,45.6,46.5,52.3,52.8,54.9,,8.259263769,0.498813121,25.52283354,11.06155219,,,91,45,3.8315
2009-06-30,68.11,69.82,10.13,,229853,281970,691,1527830,1791990,7028030,256.184,120.6,254.8,6287.89,3166.47,8447,80.161,919.32,1835.04,5905.15,0.7126,1582.02,197.033,214.79,0.21,87.6478,168.4,180.2,101.444,96.0359,99.1236,98.7185,99.1879,99.7402,97.2774,73.2147,97.1733,98.0056,99.6592,99.1297,97.6484,97.7666,96.2013,102.726,95.5725,95.3911,101.619,99.9659,102.04,101.443,101.451,100.349,101.88,95.6017,94.8955,101.069,100.352,97.4359,97.4562,98.0571,97.1944,97.9868,98.4549,98.8035,96.7169,98.1092,96.8051,103.838,99.6455,102.419,98.2212,96.3882,97.1424,100.948,97.0618,101.466,95.8627,,,50.1,,45,49.9,46.7,57.8,51.4,55.5,,57.1,55.6,47.4,50.1,53.2,51.8,51,64,43.8,58.4,45.3,46.2,51.6,53.2,55.4,,8.292520406,1.287258497,31.73107374,16.47344802,,,83,48,3.8
2009-07-31,70.08,69.26,10.28,,269971,316715,675,1658000,1827800,7353500,251.157,123.91,294.23,5768.37,3734.62,9171.61,78.347,987.48,1978.5,6424.28,0.7017,1709.37,195.778,214.726,0.16,74.9951,167.1,173,101.278,96.4901,99.631,99.3057,99.8686,99.8916,97.1411,82.7839,97.2596,98.4219,100.218,99.4065,97.683,98.843,97.1863,102.44,96.083,95.8697,101.818,100.01,102.122,101.516,102.051,100.457,101.363,96.073,95.1244,101.117,100.384,97.9851,98.1461,98.6262,97.5506,98.3091,98.7118,99.0685,97.2517,97.8078,96.5723,102.865,99.3388,102.212,99.1808,97.2348,98.2008,101.304,97.4551,101.973,96.4077,,,50.8,,45.6,48.9,47.2,59.9,52.1,55.5,,57.3,55.7,48.1,50.8,53.3,50.8,51.4,66,44.9,57.3,45.4,48.4,53.8,52.8,57.3,,8.932167309,2.926121988,37.10842582,19.74459725,,,86,58,3.38136
2009-08-31,69.02,69.97,10.27,,299003,336848,691,1736460,1842280,7626390,244.082,123.61,315.32,4801.92,2830.27,9496.28,78.172,1020.62,2009.06,6643.24,0.6978,1670.65,201.583,215.445,0.16,52.3426,169.4,182.8,101.109,96.991,100.059,99.8317,100.5,100.048,97.1123,78.8812,97.3673,98.8267,100.753,99.6509,97.7557,99.8118,98.1246,102.109,96.6673,96.4123,101.943,100.034,102.174,101.552,102.557,100.578,100.894,96.5151,95.4142,101.179,100.416,98.5246,98.7124,99.1508,97.9245,98.6511,98.9098,99.3024,97.7959,97.567,96.4105,101.971,99.1373,101.977,99.9663,98.0391,99.2211,101.651,97.843,102.359,96.9586,,,51.4,,46.5,51.3,48.9,62.6,52.1,56.3,,57.9,58.1,48.8,50.4,54,51,52.1,67.4,43.6,55.2,45.9,51,53.8,52.9,57.3,,10.47960059,5.286078863,42.85260015,26.54801077,,,93,56,3.13905
2009-09-30,65.82,70.46,10.09,,274277,307026,704,1574980,1733980,7921600,243.91,130.85,314.48,5814.43,3004.8,9712.28,76.653,1057.08,2122.42,6910.88,0.6832,1778.67,202.777,215.861,0.15,39.0331,168.6,177.2,100.948,97.489,100.375,100.267,101.029,100.206,97.2196,76.8823,97.4893,99.1575,101.251,99.8813,97.8525,100.596,98.9529,101.771,97.2771,96.9868,102.009,100.057,102.193,101.564,102.984,100.711,100.471,96.8971,95.7368,101.253,100.449,99.0219,99.1712,99.5932,98.2604,98.9995,99.0332,99.4783,98.2914,97.3986,96.3204,101.176,99.0805,101.748,100.555,98.7358,100.127,101.98,98.217,102.609,97.4859,,,53.2,,46,50.7,48.5,57.5,53.3,56.8,,58,58.4,47.9,51,54.3,51.3,52.1,65.8,44.1,58.1,46,50.4,54.6,53.4,57.9,,10.57924377,7.532363225,44.76647289,31.49237764,,,80,46,2.98619
2009-10-31,74.91,77.04,9.7,2.603,243648,273124,722,1666520,1814910,8091170,264.519,134.88,329.71,5239.69,3280.37,9712.73,76.3,1036.19,2045.11,6739.45,0.6794,1752.23,204.719,216.509,0.12,54.4312,168.9,192.3,100.798,97.95,100.59,100.619,101.425,100.364,97.4293,73.9399,97.6199,99.3767,101.655,100.067,97.9648,101.21,99.6453,101.445,97.8775,97.5809,102.031,100.088,102.186,101.572,103.305,100.852,100.083,97.2112,96.09,101.336,100.479,99.4542,99.5184,99.9233,98.5203,99.3424,99.1044,99.584,98.6976,97.3065,96.3016,100.491,99.1694,101.543,100.98,99.3014,100.849,102.284,98.5639,102.719,97.9739,,,52.4,,43.4,52.8,50,56.9,54.5,58.5,,59.3,59,49,50.7,55.2,51.8,52.5,68,44.2,57.1,47.4,51,55,53.2,59.5,,11.69835054,10.57506881,48.39948125,38.09581712,,,72,34,3.99909
2009-11-30,77.77,77.19,9.34,2.753,257807,294918,734,1776170,1757520,8124990,263.293,153.09,351.51,4712.8,3511.67,10344.8,74.785,1095.63,2144.6,7092.36,0.6663,1762.46,210.932,217.234,0.12,90.3933,170.7,206.7,100.654,98.3611,100.758,100.895,101.619,100.519,97.6831,84.5362,97.7543,99.4851,101.948,100.233,98.0925,101.671,100.205,101.136,98.4405,98.1669,102.02,100.123,102.152,101.585,103.465,101.001,99.7632,97.4986,96.4804,101.425,100.508,99.8064,99.7783,100.15,98.7042,99.6714,99.1657,99.6346,98.9962,97.2812,96.3543,99.9103,99.3528,101.396,101.263,99.7482,101.349,102.555,98.8863,102.723,98.4223,,,51.1,,45.4,52.2,50.9,63.4,53.6,58.4,,59.4,58.2,51.4,50.4,55.2,53.4,52.3,68.9,45.8,59.8,47.2,52.1,54.7,51.3,58.4,,13.09134409,11.92646481,53.01230559,43.18156393,,,68,35,3.67684
2009-12-31,77.91,79.39,9.4,2.778,311287,349682,758,2491860,1802450,7406740,260.122,141.94,370.26,5271.03,3575.68,10428,77.86,1115.1,2269.15,7184.96,0.6985,1824.95,209.915,217.347,0.12,80.6778,170.8,208.4,100.52,98.7238,100.944,101.123,101.607,100.67,97.935,78.6883,97.8848,99.5283,102.142,100.404,98.2389,102.005,100.66,100.827,98.9449,98.7056,101.981,100.167,102.096,101.599,103.371,101.155,99.5058,97.7881,96.9214,101.518,100.53,100.082,99.9638,100.282,98.8332,99.9793,99.2484,99.6537,99.1864,97.3067,96.4742,99.4239,99.5689,101.326,101.367,100.107,101.649,102.789,99.1798,102.647,98.8344,,,52.2,,47.1,52.5,52.4,66.7,52.6,61,,61.4,61,51.4,50.8,56.6,53.3,53.1,68.9,46.1,60.8,45.8,52.8,55.3,53.3,58.8,,14.29204445,13.45766532,50.93358072,43.80655226,,,69,10,5.34364
